"","Country","Area","Waterbody.Type","Date","Ammonia..mg.l.","Biochemical.Oxygen.Demand..mg.l.","Dissolved.Oxygen..mg.l.","Orthophosphate..mg.l.","pH..ph.units.","Temperature..cel.","Nitrogen..mg.l.","Nitrate..mg.l.","CCME_Values","CCME_WQI"
"10199","Ireland","Sligo Bay _ Drowse, Arrow","Lake",2023-02-15,0.038,1.4,11.6841033830144,0.01,8.18,6.82,1.422,1.3,100,"Excellent"
"10200","Ireland","Sligo Bay _ Drowse, Arrow","Lake",2023-02-14,0.038,1.4,5.1264,0.025,8.2,5.52,1.422,1.3,100,"Excellent"
"10201","Ireland","Sligo Bay _ Drowse, Arrow","Lake",2023-02-20,0.038,1.4,5.0094,0.025,8.28,9.26,1.422,1.3,100,"Excellent"
"10202","Ireland","Sligo Bay _ Drowse, Arrow","Lake",2023-02-18,0.038,1.4,5.0418,0.025,8.3,14.74,1.422,1.3,100,"Excellent"
"10203","Ireland","Sligo Bay _ Drowse, Arrow","Lake",2023-02-28,0.024,1.4,5.0454,0.025,8.34,17.54,0.23,1.3,100,"Excellent"
"10204","Ireland","Sligo Bay _ Drowse, Arrow","Lake",2023-02-12,0.02425,1.4,11.6841033830144,0.025,8.1,18.56,1.422,1.3,100,"Excellent"
"10205","Ireland","Sligo Bay _ Drowse, Arrow","Lake",2023-02-13,0.038,1.4,4.8771,0.016,8.36,15.54,1.422,1.3,100,"Excellent"
"10206","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2007-02-25,0.03,1.4,12.2,0.025,7.34,15.4,0.021,1.3,100,"Excellent"
"10207","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2007-02-20,0.07,1.4,11.6841033830144,0.025,7.12,15.4,0.021,1.3,100,"Excellent"
"10208","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2007-02-22,0.091,1.4,11.6841033830144,0.025,7.22,12.3,0.095,1.3,100,"Excellent"
"10209","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2008-02-02,0.016,1.4,5.0625,0.025,7.5,8.3,0.255,1.3,100,"Excellent"
"10210","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2008-02-03,0.038,1.4,11.6841033830144,0.025,7.45,20.7,0,1.3,100,"Excellent"
"10211","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2008-02-21,0.043,1.4,3.51,0.025,7.8,10.5,0.092,1.3,100,"Excellent"
"10212","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2008-02-25,0.022,1.4,11.6841033830144,0.025,7.8,5.7,0.089,1.3,100,"Excellent"
"10213","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2009-02-20,0.028,1.4,11.6841033830144,0.025,7.35,13.1,0.062,1.3,100,"Excellent"
"10214","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2009-02-23,0.032,1.4,11.6841033830144,0.025,7.06,14.1,0.029,1.3,100,"Excellent"
"10215","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2009-02-02,0.009,1.4,4.9725,0.025,7.69,11.15,0.05,1.3,100,"Excellent"
"10216","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2009-02-20,0.018,1.4,3.9636,0.025,7.8,11.5,0.121,1.3,100,"Excellent"
"10217","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2010-02-06,0.019,1.4,11.6841033830144,0.025,6.88,6.4,0.275,1.3,100,"Excellent"
"10218","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2010-02-24,0.009,1.4,11.6841033830144,0.025,7.69,19.5,0.05,1.3,100,"Excellent"
"10219","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2010-02-01,0.01,1.4,5.0265,0.025,7.13,17.6,0.06,1.3,100,"Excellent"
"10220","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2010-02-19,0.051,1.4,4.49325,0.025,7.25,10.8,0.026,1.3,100,"Excellent"
"10221","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2011-02-19,0.03,1.4,5.35455,0.025,7.91,17.9,0.23,0.22,100,"Excellent"
"10222","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2011-02-07,0.01,1.4,5.8995,0.025,8.64,13.1,0.23,0.2251,93.195202037849,"Good"
"10223","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2011-02-15,0.03,1.4,5.526,0.025,8.11,18.2,0.23,0.22,100,"Excellent"
"10224","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2011-02-18,0.03,1.4,4.365,0.025,6.49,8.7,0.23,0.22,100,"Excellent"
"10225","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2012-02-03,0.03,1.4,3.7341,0.025,7.29,10.5,0.23,0.225,100,"Excellent"
"10226","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2012-02-04,0.021,1.4,4.1202,0.025,8.12,16.7,0.23,0.225,100,"Excellent"
"10227","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2012-02-01,0.017,1.4,4.62825,0.025,7.55,14.8,0.068,0.068,100,"Excellent"
"10228","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2012-02-17,0.024,1.4,4.04235,0.025,7.59,8.8,0.23,0.23,100,"Excellent"
"10229","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2013-02-17,0.028,1.4,4.75785,0.025,7.27,10,0.187,0.187,100,"Excellent"
"10230","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2013-02-20,0.065,1.4,4.19985,0.025,7.41,14.9,0.532,0.53,100,"Excellent"
"10231","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2013-02-17,0.056,1.4,3.8304,0.025,7.3,10.9,0.204,0.2,100,"Excellent"
"10232","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2013-02-01,0.022,1.4,4.6323,0.025,7.518,15.7,0.09,0.09,100,"Excellent"
"10233","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2014-02-01,0.04,1.4,11.6841033830144,0.025,7.52,12.3,0.247,0.247,100,"Excellent"
"10234","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2014-02-15,0.093,1.4,4.1112,0.025,8.58,19.2,1.422,1.3,93.1955117822232,"Good"
"10235","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2014-02-20,0.012,1.4,5.32485,0.025,7.88,21.9,1.422,0.09,100,"Excellent"
"10236","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2014-02-14,0.072,1.4,5.88195,0.025,7.88,11,0.09,0.09,100,"Excellent"
"10237","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2015-02-01,0.044,1.4,4.87305,0.025,7.32,6.1,0.036,0.032,100,"Excellent"
"10238","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2015-02-21,0.02,1.4,4.44825,0.025,7.84,16.5,0.036,0.032,100,"Excellent"
"10239","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2015-02-13,0.12,1.4,4.8708,0.025,7.95,20.2,0.036,0.032,100,"Excellent"
"10240","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2015-02-01,0.019,1.4,11.6841033830144,0.025,7.81,13.6,0.09,0.09,100,"Excellent"
"10241","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2016-02-04,0.027,1.4,5.1525,0.024,7.4,9.7,1.422,1.3,100,"Excellent"
"10242","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2016-02-06,0.038,1.4,4.7295,0.019,7.2,14.6,1.422,1.3,100,"Excellent"
"10243","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2016-02-17,0.031,1.4,11.6841033830144,0.025,7.4,16.2,1.422,1.3,100,"Excellent"
"10244","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2016-02-05,0.057,1.4,11.6841033830144,0.021,8,12.8,1.422,1.3,100,"Excellent"
"10245","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2017-02-06,0.038,1.4,11.6841033830144,0.025,7.3,10.4,1.422,1.3,100,"Excellent"
"10246","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2017-02-07,0.038,1.4,4.86,0.025,7.6,19.8,1.422,1.3,100,"Excellent"
"10247","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2017-02-04,0.038,1.4,11.6841033830144,0.012,7.6,16.6,1.422,1.3,100,"Excellent"
"10248","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2017-02-21,0.036,1.4,11.6841033830144,0.016,7,14,1.422,1.3,100,"Excellent"
"10249","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2018-02-05,0.038,1.4,5.3145,0.025,7.1,1.3,1.422,1.3,100,"Excellent"
"10250","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2018-02-02,0.038,1.4,5.3505,0.025,8,20,1.422,1.3,100,"Excellent"
"10251","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2018-02-21,0.041,1.4,11.6841033830144,0.025,7.3,17.8,1.422,1.3,100,"Excellent"
"10252","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2018-02-01,0.08,1.4,11.6841033830144,0.011,7,10.6,1.422,1.3,100,"Excellent"
"10253","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2019-02-04,0.023,1.4,4.6845,0.025,7.1,6.5,1.422,1.3,100,"Excellent"
"10254","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2019-02-03,0.02,1.4,11.6841033830144,0.014,7.4,19,1.422,1.3,100,"Excellent"
"10255","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2019-02-19,0.041,1.4,4.689,0.025,7.2,16.7,1.422,1.3,100,"Excellent"
"10256","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2020-02-20,0.038,1.4,4.914,0.025,7.4,14.4,1.422,1.3,100,"Excellent"
"10257","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2020-02-16,0.055,1.4,11.6841033830144,0.025,7.4,15.6,1.422,1.3,100,"Excellent"
"10258","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2020-02-11,0.038,1.4,4.9005,0.025,8.3,20.6,1.422,1.3,100,"Excellent"
"10259","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2020-02-05,0.038,1.4,4.8825,0.012,8,11.3,1.422,1.3,100,"Excellent"
"10260","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2021-02-06,0.038,1.4,5.031,0.025,7.7,8.8,1.422,1.3,100,"Excellent"
"10261","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2021-02-12,0.038,1.4,4.527,0.025,7.6,18.5,1.422,1.3,100,"Excellent"
"10262","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2021-02-03,0.038,1.4,11.6841033830144,0.025,7.4,18.5,1.422,1.3,100,"Excellent"
"10263","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2021-02-26,0.061,1.4,4.59,0.01,7.9,11.4,1.422,1.3,100,"Excellent"
"10264","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2022-02-21,0.038,1.4,4.9995,0.025,7.9,7.5,1.422,1.3,100,"Excellent"
"10265","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2022-02-02,0.038,1.4,11.6841033830144,0.014,8.2,18.7,1.422,1.3,100,"Excellent"
"10266","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2022-02-15,0.038,1.4,11.6841033830144,0.025,7.6,21.7,2.3,2.3,100,"Excellent"
"10267","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2022-02-20,0.031,1.4,11.6841033830144,0.016,8.2,10.5,1.422,1.3,100,"Excellent"
"10268","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2023-02-16,0.023,1.4,4.959,0.013,7.7,4,1.422,1.3,100,"Excellent"
"10269","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2023-02-17,0.038,1.4,11.6841033830144,0.025,7.2,9.8,1.422,1.3,100,"Excellent"
"10270","Ireland","Sligo Bay _ Drowse, Belhavel","Lake",2023-02-10,0.038,1.4,4.833,0.025,7.4,17.2,1.422,1.3,100,"Excellent"
"10271","Ireland","Sligo Bay _ Drowse, Easky","Lake",2007-02-13,0.038,1.4,11.6841033830144,0.025,7.4,3.1,1.422,1.3,100,"Excellent"
"10272","Ireland","Sligo Bay _ Drowse, Easky","Lake",2007-02-21,0.038,1.4,11.6841033830144,0.025,6.6,13.9,1.422,1.3,100,"Excellent"
"10273","Ireland","Sligo Bay _ Drowse, Easky","Lake",2007-02-17,0.038,1.4,11.6841033830144,0.025,6.4,13,1.422,1.3,100,"Excellent"
"10274","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-18,0.013,1.4,5.076,0.025,6.1,5.5,1.422,1.3,100,"Excellent"
"10275","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-21,0.038,1.4,11.6841033830144,0.025,5.9,9,1.422,1.3,100,"Excellent"
"10276","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-10,0.038,1.4,4.9635,0.025,6.7,5.7,1.422,1.3,100,"Excellent"
"10277","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-11,0.038,1.4,11.6841033830144,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10278","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-15,0.038,1.4,5.22,0.025,6.4,9.1,1.422,1.3,100,"Excellent"
"10279","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-12,0.038,1.4,4.9905,0.025,7.3,15.8,1.422,1.3,100,"Excellent"
"10280","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-13,0.038,1.4,11.6841033830144,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10281","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-16,0.038,1.4,5.1885,0.025,7.3,15.3,1.422,1.3,100,"Excellent"
"10282","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-07,0.038,1.4,4.959,0.025,6.7,14.5,1.422,1.3,100,"Excellent"
"10283","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-08,0.038,1.4,11.6841033830144,0.025,5.8,14.5,1.422,1.3,100,"Excellent"
"10284","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-20,0.038,1.4,4.86,0.025,6.4,14.7,1.422,1.3,100,"Excellent"
"10285","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-21,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10286","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-04,0.013,1.4,11.6841033830144,0.025,6.3,14.5,1.422,1.3,100,"Excellent"
"10287","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-08,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10288","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-15,0.038,1.4,4.8555,0.025,7.6,10.2,1.422,1.3,100,"Excellent"
"10289","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-04,0.038,1.4,5.0445,0.025,6.3,7.2,1.422,1.3,100,"Excellent"
"10290","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-01,0.038,1.4,11.6841033830144,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10291","Ireland","Sligo Bay _ Drowse, Easky","Lake",2008-02-02,0.038,1.4,11.6841033830144,0.025,6,4.8,1.422,1.3,100,"Excellent"
"10292","Ireland","Sligo Bay _ Drowse, Easky","Lake",2009-02-12,0.038,1.4,11.6841033830144,0.025,7.4,3.6,1.422,1.3,100,"Excellent"
"10293","Ireland","Sligo Bay _ Drowse, Easky","Lake",2009-02-03,0.038,1.4,11.6841033830144,0.025,7.4,5.7,1.422,1.3,100,"Excellent"
"10294","Ireland","Sligo Bay _ Drowse, Easky","Lake",2009-02-27,0.038,1.4,4.716,0.025,7.3,13.9,1.422,1.3,100,"Excellent"
"10295","Ireland","Sligo Bay _ Drowse, Easky","Lake",2009-02-16,0.038,1.4,11.6841033830144,0.025,6.4,6.8,1.422,1.3,100,"Excellent"
"10296","Ireland","Sligo Bay _ Drowse, Easky","Lake",2010-02-02,0.038,1.4,4.2615,0.025,7.8,5.7,1.422,1.3,100,"Excellent"
"10297","Ireland","Sligo Bay _ Drowse, Easky","Lake",2010-02-11,0.038,1.4,4.4955,0.025,6.2,5.4,1.422,1.3,100,"Excellent"
"10298","Ireland","Sligo Bay _ Drowse, Easky","Lake",2010-02-21,0.038,1.4,5.04,0.025,8,11.5,1.422,1.3,100,"Excellent"
"10299","Ireland","Sligo Bay _ Drowse, Easky","Lake",2010-02-21,0.038,1.4,4.7655,0.025,6.5,14,1.422,1.3,100,"Excellent"
"10300","Ireland","Sligo Bay _ Drowse, Easky","Lake",2010-02-11,0.038,1.4,4.806,0.025,7.6,15.5,1.422,1.3,100,"Excellent"
"10301","Ireland","Sligo Bay _ Drowse, Easky","Lake",2010-02-11,0.038,1.4,4.8735,0.025,7.5,7.3,1.422,1.3,100,"Excellent"
"10302","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-18,0.038,1.4,4.9275,0.025,8,4.7,1.422,1.3,100,"Excellent"
"10303","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-03,0.038,1.4,11.6841033830144,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10304","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-03,0.038,1.4,11.6841033830144,0.025,7.2,7.4,1.422,1.3,100,"Excellent"
"10305","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-11,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10306","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-12,0.038,1.4,4.941,0.025,7.1,11.4,1.422,1.3,100,"Excellent"
"10307","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-26,0.038,1.4,4.9005,0.025,6.6,10.9,1.422,1.3,100,"Excellent"
"10308","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-19,0.038,1.4,11.6841033830144,0.025,7,13.5,1.422,1.3,100,"Excellent"
"10309","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-16,0.038,1.4,4.9725,0.025,7.5,11.15,1.422,1.3,100,"Excellent"
"10310","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-13,0.038,1.4,4.824,0.025,7.7,12.8,1.422,1.3,100,"Excellent"
"10311","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-11,0.038,1.4,11.6841033830144,0.025,7.5,12.6,1.422,1.3,100,"Excellent"
"10312","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-03,0.038,1.4,11.6841033830144,0.025,8.1,10.8,1.422,1.3,100,"Excellent"
"10313","Ireland","Sligo Bay _ Drowse, Easky","Lake",2011-02-06,0.038,1.4,4.8645,0.025,6.8,5.2,1.422,1.3,100,"Excellent"
"10314","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-22,0.038,1.4,11.6841033830144,0.025,5.9,8.5,1.422,1.3,100,"Excellent"
"10315","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-20,0.038,1.4,5.013,0.025,6.6,9.6,1.422,1.3,100,"Excellent"
"10316","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-04,0.038,1.4,4.986,0.025,7.2,7.9,1.422,1.3,100,"Excellent"
"10317","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-18,0.038,1.4,5.1885,0.025,6.8,16.1,1.422,1.3,100,"Excellent"
"10318","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-29,0.038,1.4,4.7655,0.025,6.2,13.9,1.422,1.3,100,"Excellent"
"10319","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-03,0.038,1.4,11.6841033830144,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10320","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-17,0.038,1.4,5.1165,0.025,7.9,9.4,1.422,1.3,100,"Excellent"
"10321","Ireland","Sligo Bay _ Drowse, Easky","Lake",2012-02-26,0.038,1.4,5.211,0.025,6.6,6.3,1.422,1.3,100,"Excellent"
"10322","Ireland","Sligo Bay _ Drowse, Easky","Lake",2013-02-05,0.038,1.4,11.6841033830144,0.025,6.8,4.4,1.422,1.3,100,"Excellent"
"10323","Ireland","Sligo Bay _ Drowse, Easky","Lake",2013-02-20,0.038,1.4,4.9275,0.025,6.9,4.5,1.422,1.3,100,"Excellent"
"10324","Ireland","Sligo Bay _ Drowse, Easky","Lake",2013-02-11,0.038,1.4,11.6841033830144,0.025,6.9,20.8,1.422,1.3,100,"Excellent"
"10325","Ireland","Sligo Bay _ Drowse, Easky","Lake",2013-02-26,0.038,1.4,4.5945,0.025,7,16.3,1.422,1.3,100,"Excellent"
"10326","Ireland","Sligo Bay _ Drowse, Easky","Lake",2013-02-20,0.036,1.4,5.2065,0.025,7.2,6.2,1.422,1.3,100,"Excellent"
"10327","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-19,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10328","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-23,0.038,1.4,4.887,0.025,6.7,4.2,1.422,1.3,100,"Excellent"
"10329","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-20,0.038,1.4,4.932,0.025,6.2,4.3,1.422,1.3,100,"Excellent"
"10330","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-05,0.038,1.4,11.6841033830144,0.025,6.3,5.5,1.422,1.3,100,"Excellent"
"10331","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-23,0.038,1.4,4.8465,0.025,7.4,11,1.422,1.3,100,"Excellent"
"10332","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-27,0.038,1.4,11.6841033830144,0.025,8.2,12.3,1.422,1.3,100,"Excellent"
"10333","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-16,0.038,1.4,4.9725,0.025,7.8,11.15,1.422,1.3,100,"Excellent"
"10334","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-17,0.038,1.4,11.6841033830144,0.025,8.3,16.9,1.422,1.3,100,"Excellent"
"10335","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-21,0.038,1.4,11.6841033830144,0.025,6.5,17.3,1.422,1.3,100,"Excellent"
"10336","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-19,0.038,1.4,4.761,0.025,8,14.6,1.422,1.3,100,"Excellent"
"10337","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-18,0.038,1.4,11.6841033830144,0.025,6.7,15.3,1.422,1.3,100,"Excellent"
"10338","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-19,0.038,1.4,11.6841033830144,0.025,6.6,8.5,1.422,1.3,100,"Excellent"
"10339","Ireland","Sligo Bay _ Drowse, Easky","Lake",2014-02-10,0.038,1.4,4.914,0.025,6.4,5.6,1.422,1.3,100,"Excellent"
"10340","Ireland","Sligo Bay _ Drowse, Easky","Lake",2015-02-10,0.038,1.4,11.6841033830144,0.025,6.3,3.2,1.422,1.3,100,"Excellent"
"10341","Ireland","Sligo Bay _ Drowse, Easky","Lake",2015-02-05,0.038,1.4,4.887,0.025,5.9,4.5,1.422,1.3,100,"Excellent"
"10342","Ireland","Sligo Bay _ Drowse, Easky","Lake",2015-02-08,0.038,1.4,5.0625,0.025,6.4,9.4,1.422,1.3,100,"Excellent"
"10343","Ireland","Sligo Bay _ Drowse, Easky","Lake",2015-02-11,0.038,1.4,11.6841033830144,0.025,6.6,16.2,1.422,1.3,100,"Excellent"
"10344","Ireland","Sligo Bay _ Drowse, Easky","Lake",2015-02-01,0.038,1.4,11.6841033830144,0.025,6.5,16.8,1.422,1.3,100,"Excellent"
"10345","Ireland","Sligo Bay _ Drowse, Easky","Lake",2015-02-05,0.038,1.4,4.86,0.025,6.2,12.5,1.422,1.3,100,"Excellent"
"10346","Ireland","Sligo Bay _ Drowse, Easky","Lake",2015-02-03,0.038,1.4,11.6841033830144,0.025,6.5,9.8,1.422,1.3,100,"Excellent"
"10347","Ireland","Sligo Bay _ Drowse, Easky","Lake",2016-02-03,0.038,1.4,4.95,0.025,5.6,6.4,1.422,1.3,100,"Excellent"
"10348","Ireland","Sligo Bay _ Drowse, Easky","Lake",2016-02-13,0.038,1.4,4.986,0.025,6,7.9,1.422,1.3,100,"Excellent"
"10349","Ireland","Sligo Bay _ Drowse, Easky","Lake",2016-02-13,0.038,1.4,4.7565,0.025,6.2,14.6,1.422,1.3,100,"Excellent"
"10350","Ireland","Sligo Bay _ Drowse, Easky","Lake",2016-02-10,0.038,1.4,4.806,0.025,6.7,14.5,1.422,1.3,100,"Excellent"
"10351","Ireland","Sligo Bay _ Drowse, Easky","Lake",2016-02-20,0.038,1.4,11.6841033830144,0.025,6.8,9.5,1.422,1.3,100,"Excellent"
"10352","Ireland","Sligo Bay _ Drowse, Easky","Lake",2016-02-09,0.038,1.4,11.6841033830144,0.025,6.4,7.6,1.422,1.3,100,"Excellent"
"10353","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-24,0.038,1.4,5.0355,0.025,6.5,7.9,1.422,1.3,100,"Excellent"
"10354","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-20,0.038,1.4,5.0805,0.025,6.8,8,1.422,1.3,100,"Excellent"
"10355","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-23,0.038,1.4,11.6841033830144,0.025,6.4,6.9,1.422,1.3,100,"Excellent"
"10356","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-18,0.038,1.4,4.995,0.025,7.1,10.9,1.422,1.3,100,"Excellent"
"10357","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-10,0.032,1.4,4.914,0.025,6.8,13.9,1.422,1.3,100,"Excellent"
"10358","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-21,0.038,1.4,11.6841033830144,0.025,7.7,16.3,0.45,0.45,100,"Excellent"
"10359","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-27,0.038,1.4,4.644,0.025,7.1,16.8,1.422,1.3,100,"Excellent"
"10360","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-24,0.038,1.4,4.7025,0.025,6.5,15.4,1.422,1.3,100,"Excellent"
"10361","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-05,0.038,1.4,4.707,0.025,6.6,14.8,1.422,1.3,100,"Excellent"
"10362","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-11,0.038,1.4,11.6841033830144,0.025,6.6,11.4,1.422,1.3,100,"Excellent"
"10363","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-13,0.038,1.4,4.8465,0.025,6.4,7.3,1.422,1.3,100,"Excellent"
"10364","Ireland","Sligo Bay _ Drowse, Easky","Lake",2017-02-04,0.038,1.4,4.9725,0.025,6.2,5.3,1.422,1.3,100,"Excellent"
"10365","Ireland","Sligo Bay _ Drowse, Easky","Lake",2018-02-24,0.038,1.4,4.9365,0.025,6.3,4.1,1.422,1.3,100,"Excellent"
"10366","Ireland","Sligo Bay _ Drowse, Easky","Lake",2018-02-20,0.038,1.4,4.977,0.025,6.3,4.6,1.422,1.3,100,"Excellent"
"10367","Ireland","Sligo Bay _ Drowse, Easky","Lake",2018-02-21,0.038,1.4,4.878,0.025,7.4,12.6,1.422,1.3,100,"Excellent"
"10368","Ireland","Sligo Bay _ Drowse, Easky","Lake",2018-02-13,0.038,1.4,11.6841033830144,0.025,7,17.1,1.422,1.3,100,"Excellent"
